name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,187,468464050,,,,pitch,,"POLYGON ((116.3424249 39.9443017, 116.3425335 39.9443329, 116.3426014 39.9442947, 116.3426602 39.9442323, 116.342624 39.9441073, 116.3425697 39.9440553, 116.3424611 39.9440622, 116.3423796 39.94409, 116.342366 39.944142, 116.3424249 39.9443017))",POINT (116.342512 39.9441867),565.2,6083.3
,188,468464052,,yes,,,,"POLYGON ((116.3429001 39.9443884, 116.3431173 39.9443641, 116.3431898 39.9443121, 116.3431389 39.9441187, 116.3430936 39.9441, 116.3431145 39.9440198, 116.342801 39.9440492, 116.3428497 39.9441027, 116.3428254 39.9441588, 116.3428358 39.9443297, 116.3429001 39.9443884))",POINT (116.3429924 39.9442082),1013.6,10910.3
,189,468464053,,yes,,,,"POLYGON ((116.3423376 39.944872, 116.3420972 39.944896, 116.3420449 39.944522, 116.3427731 39.9444339, 116.3427975 39.9445648, 116.3426477 39.9445915, 116.3426268 39.9446396, 116.3425222 39.9446503, 116.3425048 39.9446048, 116.3422191 39.9446503, 116.3422853 39.9447037, 116.3423132 39.9447811, 116.3423376 39.944872))",POINT (116.3423504 39.9446229),1524.8,16412.5
,190,468464055,,yes,,,,"POLYGON ((116.3430762 39.9447838, 116.3432469 39.9447598, 116.3431877 39.9444499, 116.3430309 39.9444766, 116.3430762 39.9447838))",POINT (116.343136 39.9446195),491.6,5291.7
,191,468464057,,yes,,,,"POLYGON ((116.3420444 39.9452478, 116.3427646 39.9452971, 116.3427758 39.9452007, 116.3420557 39.9451514, 116.3420444 39.9452478))",POINT (116.3424101 39.9452243),663.5,7141.8
,192,468464058,,yes,,,,"POLYGON ((116.3420188 39.9455732, 116.3427115 39.9456107, 116.342722 39.9454964, 116.3420293 39.9454589, 116.3420188 39.9455732))",POINT (116.3423704 39.9455348),754.4,8120.7
,193,468464060,,yes,,,,"POLYGON ((116.341962 39.9459226, 116.3426488 39.9459584, 116.3426577 39.9458578, 116.3419709 39.945822, 116.341962 39.9459226))",POINT (116.3423099 39.9458902),658.1,7083.9
,194,468464061,,yes,,,,"POLYGON ((116.3415932 39.9476931, 116.3419 39.9477169, 116.3419285 39.9475016, 116.3416217 39.9474777, 116.3415932 39.9476931))",POINT (116.3417608 39.9475973),632.9,6812.1
,195,468464064,,yes,,,,"POLYGON ((116.3395513 39.9476008, 116.340169 39.947638, 116.3401821 39.9475102, 116.3395644 39.947473, 116.3395513 39.9476008))",POINT (116.3398667 39.9475555),753.1,8106.2
,196,468464065,,yes,,,,"POLYGON ((116.339909 39.9478314, 116.3413969 39.9479745, 116.3414187 39.9478412, 116.3399308 39.9476981, 116.339909 39.9478314))",POINT (116.3406639 39.9478363),1910.1,20559.6
,197,468464067,,yes,,,,"POLYGON ((116.3384579 39.9470851, 116.3389503 39.9471338, 116.3390337 39.9468142, 116.3389662 39.946805, 116.3389821 39.9467015, 116.338581 39.9466802, 116.3385771 39.9467655, 116.3389186 39.946805, 116.338863 39.9470181, 116.3384818 39.9469847, 116.3384579 39.9470851))",POINT (116.3387908 39.9469211),1099.3,11833.1
,198,468464068,,yes,,,,"POLYGON ((116.3379457 39.9468538, 116.3384818 39.9468903, 116.3385135 39.9467898, 116.3379457 39.9467563, 116.3379457 39.9468538))",POINT (116.3382241 39.9468222),523.3,5633.3
,199,468464069,,yes,,,,"POLYGON ((116.3377828 39.9470821, 116.3378901 39.9470851, 116.3379099 39.9468111, 116.3377908 39.9468081, 116.3377828 39.9470821))",POINT (116.3378435 39.9469442),294.5,3169.7
,200,468464071,,yes,,,,"POLYGON ((116.3378226 39.9472434, 116.338168 39.9472982, 116.338168 39.9473591, 116.3385373 39.9474078, 116.3385215 39.9474626, 116.3388908 39.9475235, 116.3389225 39.947417, 116.3385572 39.9473713, 116.3385691 39.9473135, 116.3382117 39.9472678, 116.3382236 39.9471886, 116.3378424 39.9471521, 116.3378226 39.9472434))",POINT (116.3383695 39.9473329),1093.5,11770.3
,201,468464073,,yes,,,,"POLYGON ((116.3390445 39.9476219, 116.3393129 39.9476647, 116.3393405 39.9475629, 116.3390721 39.9475201, 116.3390445 39.9476219))",POINT (116.3391925 39.9475924),270.3,2909.0
,202,468464074,,yes,,,,"POLYGON ((116.3382995 39.9465189, 116.3386366 39.9465463, 116.3386525 39.9464854, 116.3390734 39.9464854, 116.3390734 39.946391, 116.3386644 39.9463758, 116.3386684 39.9464458, 116.3383087 39.9464256, 116.3382995 39.9465189))",POINT (116.3386913 39.9464567),718.8,7737.2
上园饭店,203,468464076,,yes,,,,"POLYGON ((116.3374101 39.9465505, 116.3381878 39.9465625, 116.3381907 39.946452, 116.337413 39.94644, 116.3374101 39.9465505))",POINT (116.3378004 39.9465012),815.1,8773.9
,204,468464077,,yes,,,,"POLYGON ((116.3368264 39.9468481, 116.3374855 39.9468778, 116.3374964 39.9467362, 116.3368373 39.9467065, 116.3368264 39.9468481))",POINT (116.3371614 39.9467922),888.0,9557.8
,205,468464079,,yes,,,,"POLYGON ((116.3382908 39.9461808, 116.3387796 39.9462357, 116.3388153 39.9461657, 116.3391608 39.9461779, 116.3391926 39.9460744, 116.3388272 39.9460622, 116.3388193 39.9461201, 116.3382901 39.9460733, 116.3382908 39.9461808))",POINT (116.3387259 39.9461397),906.1,9753.0
,206,468464081,,yes,,,,"POLYGON ((116.3383412 39.945845, 116.338889 39.9458877, 116.3388994 39.9457773, 116.3383476 39.9457386, 116.3383412 39.945845))",POINT (116.3386211 39.9458122),568.3,6117.4
上园住宅,207,468464082,,residential,,,,"POLYGON ((116.338019 39.9463192, 116.3382017 39.9463284, 116.338285 39.9456373, 116.3380905 39.9456221, 116.338019 39.9463192))",POINT (116.3381494 39.9459729),1250.1,13456.4
,208,468464084,,yes,,,,"POLYGON ((116.3370285 39.9463856, 116.3372449 39.9463874, 116.3372525 39.9458363, 116.3370362 39.9458345, 116.3370285 39.9463856))",POINT (116.3371405 39.946111),1130.6,12169.8
上园住宅,209,468464085,,apartments,,,,"POLYGON ((116.3377346 39.9455084, 116.3383223 39.9452861, 116.3382032 39.9451035, 116.3376155 39.9453379, 116.3377346 39.9455084))",POINT (116.3379715 39.9453078),1241.7,13365.1
,210,468464086,,yes,,,,"POLYGON ((116.3367758 39.9463087, 116.3367961 39.9462187, 116.3361114 39.9461277, 116.3360911 39.9462178, 116.3367758 39.9463087))",POINT (116.3364435 39.9462182),602.1,6481.0
,211,468464088,,yes,,,,"POLYGON ((116.3361626 39.9467151, 116.336697 39.946776, 116.3367167 39.9466742, 116.3361823 39.9466133, 116.3361626 39.9467151))",POINT (116.3364397 39.9466946),527.2,5674.5
,212,468464089,,yes,,,,"POLYGON ((116.3359165 39.9466285, 116.3361428 39.9466528, 116.3361706 39.9465584, 116.3360435 39.9465432, 116.3360594 39.9464671, 116.336111 39.9464732, 116.336115 39.9463119, 116.3360634 39.9463027, 116.3360674 39.9462327, 116.3359681 39.9462327, 116.3359165 39.9465189, 116.3360078 39.9465341, 116.3360078 39.9465676, 116.3359204 39.9465645, 116.3359165 39.9466285))",POINT (116.3360272 39.9464559),613.0,6598.6
,213,468464091,,yes,,,,"POLYGON ((116.3366661 39.9466041, 116.3368776 39.9466304, 116.3369164 39.9464467, 116.3368818 39.9464424, 116.3369009 39.9463521, 116.336724 39.9463301, 116.3366661 39.9466041))",POINT (116.3367946 39.9464849),533.5,5742.2
,214,468464093,,yes,,,,"POLYGON ((116.3345596 39.9453031, 116.3346708 39.9453123, 116.3346589 39.9456745, 116.3348569 39.9456714, 116.3348654 39.9455436, 116.3351788 39.9455537, 116.335191 39.9454614, 116.3354328 39.9454594, 116.3354372 39.9453336, 116.3354928 39.9453275, 116.3355087 39.945087, 116.3345636 39.9450717, 116.3345596 39.9453031))",POINT (116.3350074 39.9453101),3829.5,41220.5
,215,468464095,,yes,,,,"POLYGON ((116.3357344 39.9451873, 116.3358655 39.9452512, 116.3358814 39.9451021, 116.3359528 39.9451051, 116.3359528 39.9450077, 116.3359984 39.9449892, 116.3360027 39.9448883, 116.3361153 39.9448739, 116.3361099 39.9448205, 116.3357693 39.9448143, 116.3357344 39.9451873))",POINT (116.335874 39.9449851),836.4,9003.4
,216,468464098,,yes,,,,"POLYGON ((116.3357452 39.944804, 116.3361529 39.9447938, 116.336177 39.9445449, 116.3362226 39.9445429, 116.3362494 39.9444483, 116.3357586 39.9444401, 116.3357452 39.944804))",POINT (116.3359677 39.9446155),1456.2,15674.1
,217,468464099,,yes,,,,"POLYGON ((116.3352811 39.9448019, 116.3354903 39.9447978, 116.335493 39.9445428, 116.3356888 39.9445428, 116.3356942 39.944403, 116.3352999 39.9443865, 116.3352811 39.9448019))",POINT (116.3354423 39.944565),1053.9,11344.1
,218,468464101,,yes,,,,"POLYGON ((116.3322773 39.944174, 116.3323181 39.9441844, 116.332309 39.9442954, 116.3324358 39.944292, 116.3324493 39.944233, 116.3325761 39.9442434, 116.3325851 39.9442711, 116.3327073 39.9442746, 116.3326937 39.9441011, 116.3325172 39.9440803, 116.3322865 39.9440631, 116.3322773 39.944174))",POINT (116.3324863 39.9441736),716.6,7713.6
,219,468464103,,yes,,,,"POLYGON ((116.3326955 39.9444597, 116.3327396 39.9444575, 116.3327425 39.94448, 116.3327748 39.9444868, 116.332769 39.9445656, 116.3329159 39.9445701, 116.3329189 39.9445521, 116.3330071 39.9445611, 116.33301 39.9445341, 116.3331511 39.9445544, 116.3331541 39.9445093, 116.3331011 39.944507, 116.33311 39.9444755, 116.3330453 39.9444732, 116.3330629 39.9444394, 116.3329365 39.9444327, 116.3329424 39.9443989, 116.3328072 39.9443944, 116.3328072 39.9443606, 116.3327102 39.9443583, 116.3326955 39.9444597))",POINT (116.3328944 39.9444764),530.3,5707.8
,220,468464105,,yes,,,,"POLYGON ((116.3331319 39.944901, 116.3332289 39.9449033, 116.333226 39.9449574, 116.3333436 39.9449686, 116.3333759 39.944865, 116.3334259 39.9448695, 116.3334465 39.9447726, 116.3333671 39.9447793, 116.3333671 39.944723, 116.3330967 39.9447027, 116.3329027 39.9447703, 116.3329173 39.9448469, 116.3331319 39.9448514, 116.3331319 39.944901))",POINT (116.3331966 39.944814),803.4,8648.0
,221,468464107,,yes,,,,"POLYGON ((116.3324096 39.944934, 116.3324273 39.9447357, 116.3323244 39.9447267, 116.3323155 39.9446748, 116.3322362 39.9446658, 116.3322744 39.9444089, 116.3320333 39.9443886, 116.3319481 39.9444247, 116.3319275 39.9446275, 116.3319187 39.9448281, 116.3318746 39.9448123, 116.3318599 39.9449025, 116.3324096 39.944934))",POINT (116.3321308 39.9446921),1978.2,21292.8
,222,468464109,,yes,,,,"POLYGON ((116.3305778 39.9443502, 116.3312881 39.9444234, 116.3313186 39.9442917, 116.3306007 39.9442185, 116.3305778 39.9443502))",POINT (116.3309467 39.9443209),910.3,9797.9
,223,468464111,,yes,,,,"POLYGON ((116.3306504 39.9439777, 116.3310819 39.9440275, 116.3310857 39.9439865, 116.3313568 39.9440158, 116.3313759 39.9439192, 116.3310933 39.9438928, 116.3310857 39.9439221, 116.3306618 39.9438723, 116.3306504 39.9439777))",POINT (116.3310031 39.9439512),687.8,7403.4
,224,468464113,,yes,,,,"POLYGON ((116.3313765 39.9441475, 116.3315789 39.9441563, 116.3315712 39.9441826, 116.3317812 39.9442061, 116.3317889 39.9441036, 116.3315941 39.9440948, 116.3316018 39.9440597, 116.3313994 39.9440509, 116.3313765 39.9441475))",POINT (116.331587 39.9441254),372.2,4006.1
,225,468464114,,yes,,,,"POLYGON ((116.3313618 39.9444931, 116.331549 39.9445109, 116.3315457 39.9445315, 116.331776 39.9445534, 116.3317901 39.9444661, 116.3315669 39.9444449, 116.331573 39.9444072, 116.3313787 39.9443887, 116.3313618 39.9444931))",POINT (116.3315673 39.9444743),384.3,4136.1
,226,468464116,,yes,,,,"POLYGON ((116.3313004 39.9448234, 116.3314757 39.9448339, 116.3314723 39.9448672, 116.3316762 39.9448793, 116.3316864 39.9447789, 116.3315125 39.9447685, 116.3315159 39.9447347, 116.3313107 39.9447225, 116.3313004 39.9448234))",POINT (116.3314932 39.9448009),373.8,4023.4
,227,468464118,,yes,,,,"POLYGON ((116.3312646 39.9451431, 116.3314321 39.945156, 116.3314422 39.9451868, 116.3316231 39.945215, 116.3316466 39.9451174, 116.3314589 39.945102, 116.3314623 39.9450635, 116.3312713 39.9450506, 116.3312646 39.9451431))",POINT (116.3314525 39.9451293),333.5,3589.9
,228,468464120,,yes,,,,"POLYGON ((116.3312003 39.9456754, 116.3313913 39.9456908, 116.331398 39.9456677, 116.3314516 39.9456728, 116.3314482 39.9456959, 116.3316292 39.9457139, 116.3316392 39.9456266, 116.331465 39.9456112, 116.3314784 39.9455572, 116.3315722 39.9455598, 116.3315755 39.9454365, 116.3313243 39.9454082, 116.3312941 39.9455418, 116.3313812 39.945547, 116.3313846 39.945606, 116.3312204 39.9455958, 116.3312003 39.9456754))",POINT (116.3314322 39.9455703),705.9,7598.5
,229,468464121,,yes,,,,"POLYGON ((116.3302961 39.9457181, 116.3304664 39.9457301, 116.3304737 39.9456684, 116.3308613 39.9456957, 116.3308556 39.9457429, 116.3309695 39.945751, 116.3309922 39.9455618, 116.3304842 39.9455259, 116.3304743 39.945609, 116.3303105 39.9455975, 116.3302961 39.9457181))",POINT (116.3306691 39.945631),933.7,10050.8
,230,468464123,,,,pitch,,"POLYGON ((116.3298287 39.9455409, 116.3301585 39.9455679, 116.3301785 39.9454239, 116.3298487 39.945397, 116.3298287 39.9455409))",POINT (116.3300036 39.9454824),455.2,4900.2
,231,468464124,,yes,,,,"POLYGON ((116.3296961 39.9457638, 116.3298984 39.945776, 116.3299045 39.9457166, 116.3301471 39.9457312, 116.3301542 39.9456621, 116.3297093 39.9456354, 116.3296961 39.9457638))",POINT (116.3298923 39.9456993),407.7,4388.9
,232,468464126,,yes,,,,"POLYGON ((116.3287947 39.9449418, 116.3295352 39.945006, 116.3295553 39.9449187, 116.3288081 39.9448519, 116.3287947 39.9449418))",POINT (116.329172 39.9449294),635.3,6838.2
,233,468464127,,yes,,,,"POLYGON ((116.3297965 39.9446767, 116.3303259 39.9447307, 116.330356 39.9445868, 116.3298333 39.9445354, 116.3297965 39.9446767))",POINT (116.3300785 39.9446326),728.0,7835.9
,234,468464129,,yes,,,,"POLYGON ((116.3298837 39.9442565, 116.3305102 39.9443155, 116.330527 39.9441897, 116.3299072 39.9441177, 116.3298837 39.9442565))",POINT (116.3302017 39.9442194),794.2,8548.8
,235,468464130,,yes,,,,"POLYGON ((116.3298803 39.9438779, 116.3305537 39.9439447, 116.3305838 39.9438342, 116.3299104 39.9437649, 116.3298803 39.9438779))",POINT (116.3302308 39.9438553),732.9,7889.4
,236,468464131,,yes,,,,"POLYGON ((116.3306931 39.9436199, 116.3310884 39.9436585, 116.3310884 39.9436225, 116.3313799 39.9436559, 116.3314 39.9435608, 116.3311085 39.9435326, 116.3311018 39.9435634, 116.3307199 39.9435146, 116.3306931 39.9436199))",POINT (116.3310395 39.9435906),636.7,6853.3
,237,468464133,,yes,,,,"POLYGON ((116.3299715 39.9435444, 116.3306281 39.9436061, 116.3306482 39.9435008, 116.3299983 39.9434391, 116.3299715 39.9435444))",POINT (116.3303112 39.9435227),665.9,7168.2
,238,468464134,,yes,,,,"POLYGON ((116.3290092 39.9437654, 116.3298032 39.9438193, 116.3298333 39.9437115, 116.3290226 39.9436524, 116.3290092 39.9437654))",POINT (116.3294147 39.9437368),851.5,9165.9
,239,468464136,,yes,,,,"POLYGON ((116.3290755 39.9434859, 116.3298696 39.9435424, 116.3298796 39.9434319, 116.329099 39.9433831, 116.3290755 39.9434859))",POINT (116.329485 39.9434613),804.6,8660.2
,240,468464139,,yes,,,,"POLYGON ((116.3274792 39.9440695, 116.3275962 39.9440819, 116.3275902 39.9441148, 116.3277213 39.9441289, 116.3277316 39.9440728, 116.3278585 39.9440865, 116.3278496 39.9441344, 116.3280016 39.944151, 116.32801 39.9441057, 116.3282548 39.9441326, 116.3282499 39.9441586, 116.3283717 39.944172, 116.3283985 39.9441463, 116.3285174 39.9441588, 116.3284454 39.9445603, 116.3286497 39.9445818, 116.3287546 39.9439974, 116.3275156 39.9438666, 116.3274792 39.9440695))",POINT (116.3282196 39.9441154),3173.9,34163.2
,241,468464141,,yes,,,,"POLYGON ((116.3272597 39.9449123, 116.3273777 39.9449191, 116.3273744 39.9449524, 116.3274675 39.9449578, 116.3274843 39.9449193, 116.3275803 39.9449225, 116.3275778 39.9449681, 116.3277419 39.9449735, 116.3277441 39.9449349, 116.3278391 39.944938, 116.3278374 39.9449672, 116.327961 39.9449713, 116.3279634 39.9449295, 116.3280036 39.9449424, 116.327999 39.9449867, 116.3281119 39.9449936, 116.3281173 39.9449425, 116.3281677 39.9449456, 116.3281648 39.944973, 116.3283353 39.9449835, 116.328352 39.9449501, 116.3283688 39.9449963, 116.3284793 39.9450014, 116.3285061 39.9449578, 116.3285375 39.9449596, 116.328535 39.9449846, 116.328643 39.9449908, 116.328658 39.9448386, 116.3272748 39.9447588, 116.3272597 39.9449123))",POINT (116.3279487 39.9448811),2163.0,23282.3
北京交通大学附属中学（南校区）,242,473654610,,,school,,,"POLYGON ((116.3375812 39.9535183, 116.3377533 39.952811, 116.3386271 39.9529275, 116.3384659 39.9534829, 116.338812 39.9535229, 116.3387935 39.9536472, 116.3386257 39.9536452, 116.3385372 39.9539628, 116.3379179 39.9539261, 116.3378687 39.9540394, 116.3373868 39.9539544, 116.3375812 39.9535183))",POINT (116.3380766 39.9534525),10484.0,112848.8
,243,478014192,,yes,,,,"POLYGON ((116.3369703 39.9492435, 116.3370861 39.9492644, 116.3370909 39.9492487, 116.3369751 39.9492278, 116.3369703 39.9492435))",POINT (116.3370306 39.9492461),18.2,195.8
,244,478014193,,yes,,,,"POLYGON ((116.3370326 39.9490737, 116.3371359 39.9490867, 116.3371389 39.9490726, 116.3370356 39.9490596, 116.3370326 39.9490737))",POINT (116.3370857 39.9490731),14.2,152.6
,245,478014194,,yes,,,,"POLYGON ((116.3369913 39.9492084, 116.3371118 39.9492282, 116.3371445 39.9491116, 116.337024 39.9490918, 116.3369913 39.9492084))",POINT (116.3370679 39.94916),139.3,1499.9
,246,478014195,,yes,,,,"POLYGON ((116.3371166 39.9490627, 116.3372063 39.9490798, 116.3372378 39.9489827, 116.3371481 39.9489656, 116.3371166 39.9490627))",POINT (116.3371772 39.9490227),87.7,943.8
,247,478014196,,yes,,,,"POLYGON ((116.3372171 39.9490879, 116.3373065 39.9491064, 116.3373231 39.9490593, 116.3372337 39.9490408, 116.3372171 39.9490879))",POINT (116.3372701 39.9490736),42.8,461.1
,248,478014197,,yes,,,,"POLYGON ((116.3371786 39.9492924, 116.3372587 39.9493076, 116.3372843 39.9492285, 116.3372042 39.9492133, 116.3371786 39.9492924))",POINT (116.3372314 39.9492604),63.8,686.3
,249,478014198,,yes,,,,"POLYGON ((116.337287 39.949312, 116.3376387 39.9493729, 116.3376731 39.949256, 116.3373215 39.949195, 116.337287 39.949312))",POINT (116.33748 39.949284),409.8,4411.2
世纪钟,250,478083544,,yes,,,,"POLYGON ((116.3359318 39.9490447, 116.3360714 39.9490652, 116.3360969 39.9489626, 116.3359573 39.9489422, 116.3359318 39.9490447))",POINT (116.3360144 39.9490037),140.7,1514.2
,251,478457814,,yes,,,,"POLYGON ((116.3361155 39.9437285, 116.33633 39.9437264, 116.3363381 39.9431383, 116.3361128 39.9431465, 116.3361155 39.9437285))",POINT (116.3362243 39.9434325),1219.7,13129.0
,252,478457816,,yes,,,,"POLYGON ((116.3349138 39.9458877, 116.3351767 39.9457622, 116.3350533 39.9456368, 116.3348602 39.9457211, 116.3348387 39.9457725, 116.3348763 39.9458054, 116.3348307 39.9458239, 116.3349138 39.9458877))",POINT (116.33499 39.9457615),445.9,4800.1
,253,478457817,,yes,,,,"POLYGON ((116.3288319 39.9432113, 116.328899 39.943236, 116.3289741 39.9430838, 116.3289097 39.9430591, 116.3288319 39.9432113))",POINT (116.3289034 39.943148),112.8,1214.1
,254,478457818,,yes,,,,"POLYGON ((116.3293 39.9429738, 116.3296996 39.9430088, 116.3297211 39.9429018, 116.3293322 39.9428586, 116.3293 39.9429738))",POINT (116.3295105 39.9429357),425.3,4577.6
,255,478457819,,yes,,,,"POLYGON ((116.3293214 39.9427928, 116.3294287 39.942799, 116.3294528 39.9426324, 116.3297613 39.9426592, 116.3297828 39.9425769, 116.3293617 39.9425419, 116.3293214 39.9427928))",POINT (116.3295041 39.9426384),499.8,5379.5
,256,478457820,,yes,,,,"POLYGON ((116.3284785 39.9427748, 116.3289506 39.942818, 116.3289452 39.9428612, 116.3283873 39.9428098, 116.3283391 39.9428036, 116.3283337 39.9428633, 116.3284061 39.9428715, 116.3283927 39.9428982, 116.3290418 39.9429352, 116.3291357 39.9425527, 116.3290311 39.9425404, 116.3290277 39.9425635, 116.328498 39.9425152, 116.3284785 39.9427748))",POINT (116.3287753 39.9427234),2090.3,22499.7
老鹰馆,257,478457821,,yes,,,,"POLYGON ((116.3294542 39.9424895, 116.3298833 39.9425265, 116.3299504 39.9422983, 116.3298297 39.9422078, 116.3296151 39.9422366, 116.3294944 39.9422674, 116.3294542 39.9424895))",POINT (116.3297059 39.9423714),1154.9,12431.0
,258,478562919,,,,pitch,,"POLYGON ((116.3378924 39.9511697, 116.3382146 39.9512234, 116.338252 39.9510892, 116.3379321 39.9510355, 116.3378924 39.9511697))",POINT (116.3380727 39.9511295),428.1,4608.1
,259,478562920,,,,pitch,,"POLYGON ((116.3379368 39.9510104, 116.338259 39.9510623, 116.3382963 39.9509317, 116.3379765 39.9508798, 116.3379368 39.9510104))",POINT (116.3381171 39.9509711),416.4,4482.1
,260,478562921,,,,pitch,,"POLYGON ((116.3379835 39.9508619, 116.3383034 39.9509191, 116.3383407 39.9507795, 116.3380208 39.9507258, 116.3379835 39.9508619))",POINT (116.3381627 39.9508217),437.7,4711.3
,261,478562923,,,,pitch,,"POLYGON ((116.3380302 39.9507079, 116.3383454 39.950758, 116.3383874 39.9506166, 116.3380722 39.9505665, 116.3380302 39.9507079))",POINT (116.3382088 39.9506623),442.5,4763.1
交大科技大厦,262,478575224,,yes,,,,"POLYGON ((116.3301207 39.9515404, 116.3306127 39.9516164, 116.3308109 39.9509707, 116.3303048 39.9508757, 116.3301207 39.9515404))",POINT (116.3304619 39.9512486),3254.9,35035.8
家属区停车场,263,478578259,,,parking,,,"POLYGON ((116.3376599 39.9521768, 116.3378879 39.9522056, 116.3380595 39.9517902, 116.3383117 39.9518272, 116.3383733 39.9517306, 116.3386362 39.9517697, 116.3387328 39.9514941, 116.3379013 39.9513605, 116.3376599 39.9521768))",POINT (116.3381293 39.9517004),3907.7,42061.7
学苑公寓4号楼,264,478580533,,dormitory,,,,"POLYGON ((116.3415194 39.9524291, 116.3416858 39.9524522, 116.3417181 39.9523155, 116.3421837 39.9523801, 116.3422141 39.9522516, 116.341582 39.9521639, 116.3415194 39.9524291))",POINT (116.3418251 39.9522939),1018.0,10958.0
学苑公寓3号楼,265,478581132,,dormitory,,,,"POLYGON ((116.3414231 39.9528437, 116.3418561 39.9529044, 116.3418955 39.9527392, 116.3414625 39.9526785, 116.3414231 39.9528437))",POINT (116.3416593 39.9527914),700.8,7543.7
学苑公寓6号楼,266,478581133,,dormitory,,,,"POLYGON ((116.3418543 39.9533264, 116.3418929 39.9531232, 116.3424318 39.9531834, 116.3423932 39.9533866, 116.3418543 39.9533264))",POINT (116.342143 39.9532549),1060.2,11411.7
学苑公寓1号楼,267,478581134,,dormitory,,,,"POLYGON ((116.3411075 39.9539738, 116.3417306 39.9540731, 116.3417797 39.9538917, 116.3411567 39.9537924, 116.3411075 39.9539738))",POINT (116.3414436 39.9539328),1117.8,12031.4
学苑公寓2号楼,268,478581135,,dormitory,,,,"POLYGON ((116.3412243 39.9535999, 116.3412567 39.9534367, 116.3416614 39.9534839, 116.341629 39.9536472, 116.3412243 39.9535999))",POINT (116.3414429 39.9535419),640.9,6898.2
学苑公寓5号楼,269,478581136,,dormitory,,,,"POLYGON ((116.3418738 39.953813, 116.3419205 39.9536279, 116.3424431 39.9537054, 116.3423964 39.9538905, 116.3418738 39.953813))",POINT (116.3421584 39.9537592),951.4,10240.6
学苑公寓8号楼,270,478581983,,dormitory,,,,"POLYGON ((116.3426676 39.952423, 116.3430404 39.9524785, 116.3430542 39.9524188, 116.3434194 39.9524679, 116.3434471 39.9523191, 116.3430897 39.9522659, 116.3430774 39.9523261, 116.3426984 39.9522718, 116.3426676 39.952423))",POINT (116.3430568 39.9523715),1088.9,11721.3
,271,479408009,,yes,,,,"POLYGON ((116.3326864 39.9481338, 116.3328087 39.9480756, 116.3327604 39.948016, 116.3326381 39.9480742, 116.3326864 39.9481338))",POINT (116.3327234 39.9480749),95.8,1030.8
积秀园,272,526224707,,,,park,,"POLYGON ((116.3336133 39.9490625, 116.3336578 39.9488893, 116.3343827 39.9489986, 116.3343383 39.9491718, 116.3336133 39.9490625))",POINT (116.333998 39.9490306),1236.5,13309.7
,273,849087936,,,,pitch,,"POLYGON ((116.3284898 39.9501477, 116.3285217 39.9498639, 116.3287106 39.9498764, 116.3286787 39.9501602, 116.3284898 39.9501477))",POINT (116.3286002 39.950012),512.1,5511.7
,274,849087937,,,,pitch,,"POLYGON ((116.3286932 39.9501626, 116.3287251 39.9498788, 116.328914 39.9498913, 116.3288821 39.9501751, 116.3286932 39.9501626))",POINT (116.3288036 39.9500269),512.1,5511.7
,275,849087938,,,,pitch,,"POLYGON ((116.3289006 39.9501791, 116.3289326 39.9498953, 116.3291214 39.9499077, 116.3290895 39.9501915, 116.3289006 39.9501791))",POINT (116.329011 39.9500434),511.9,5509.9
西操场,276,849087940,,,,pitch,,"POLYGON ((116.3312081 39.9514734, 116.3314632 39.9505708, 116.332219 39.9506964, 116.3319637 39.9515989, 116.3312081 39.9514734))",POINT (116.3317135 39.9510849),6770.2,72873.7
,277,849088015,,university,,,,"POLYGON ((116.3350008 39.9570624, 116.3341883 39.9570189, 116.3342059 39.9568251, 116.3350185 39.9568685, 116.3350008 39.9570624))",POINT (116.3346034 39.9569437),1500.5,16151.1
,278,849088016,,university,,,,"POLYGON ((116.3350071 39.9572143, 116.3350357 39.9569298, 116.3354247 39.9569527, 116.3353961 39.9572373, 116.3350071 39.9572143))",POINT (116.3352159 39.9570835),1055.6,11361.9
,279,849088017,,yes,,,,"POLYGON ((116.3309125 39.9560089, 116.3309452 39.9556308, 116.3322169 39.9556953, 116.3321841 39.9560736, 116.3309125 39.9560089))",POINT (116.3315647 39.9558522),4579.4,49292.3
,280,849088018,,yes,,,,"POLYGON ((116.3299184 39.9536613, 116.3299571 39.9532095, 116.3306622 39.9532451, 116.3306233 39.9536969, 116.3299184 39.9536613))",POINT (116.3302903 39.9534532),3032.8,32644.7
,281,849088019,,yes,,,,"POLYGON ((116.3310172 39.953731, 116.3310559 39.9532792, 116.3317609 39.9533147, 116.3317221 39.9537665, 116.3310172 39.953731))",POINT (116.331389 39.9535228),3032.5,32641.8
融汇国际,282,857990966,,commercial,,,,"POLYGON ((116.3392996 39.9455886, 116.339321 39.9454735, 116.3394122 39.9447908, 116.3386398 39.9450087, 116.3385539 39.9455393, 116.3392996 39.9455886))",POINT (116.3390032 39.9452302),4720.4,50809.9
中国农业科学院附属小学（气象路校区）,283,888093522,,,school,,,"POLYGON ((116.3309757 39.9459396, 116.3296192 39.9458559, 116.3296829 39.9452999, 116.3310394 39.9453859, 116.3309757 39.9459396))",POINT (116.3303288 39.9456203),7187.5,77366.0
